Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Pass_Rate_Sem1,Pass_Rate_Sem2,Academic_Momentum,Academic_Fatigue,Grade_Trend,Avg_Grade,Total_Approved,Overall_Pass_Rate,Load_Change,Zero_Activity_Sem2,Financial_Stress,Dropout_Risk,Credit_Completion,Grade_x_PassRate,Sem2_Intensity,Enrollment_Stability,Active_No_Graduate
1,1,1,9500,1,1,144.0,1,38,1,9,10,137.4,0,0,0,1,0,0,19,0,0,7,7,7,13.542857142857144,0,0,8,9,8,14.22222222222222,0,16.2,0.3,-0.92,2,1.0,1.0,1.0,0.0,0.6793650793650752,13.882539682539683,15,1.0,1,0,1,1.0,1.0,13.882539682539683,8.0,1.0,1
1,1,2,9773,1,1,143.0,1,1,1,4,9,144.1,1,0,0,1,1,1,19,0,0,6,7,6,13.666666666666666,0,0,6,6,6,13.833333333333334,0,12.7,3.7,-1.7,2,1.0,1.0,1.0,0.0,0.16666666666666785,13.75,12,1.0,0,0,0,0.0,1.0,13.75,6.0,1.0,1
1,42,1,9003,1,1,160.0,1,19,1,9,5,107.8,1,0,0,0,1,0,27,0,0,6,10,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,3.0,0.0,0.0,0.0,1.0,1
1,39,1,9853,1,1,140.0,1,19,1,9,4,128.2,0,0,0,0,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,3.0,0.0,0.0,0.0,1.0,1
1,17,4,171,1,1,133.1,1,38,38,9,9,117.0,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,3.0,0.0,0.0,0.0,1.0,0
1,1,1,9070,1,1,116.0,1,1,12,5,8,110.4,1,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.285714285714286,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,0.7857142857142865,11.892857142857142,12,1.0,0,0,1,1.0,1.0,11.892857142857142,6.0,1.0,1
2,39,1,9991,0,1,120.0,1,37,37,9,10,170.0,0,0,0,1,0,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,1,0.4,0.8,0.32000000000000006,0.4,0.25,11.625,6,0.6,0,0,1,1.2,0.6,6.975,4.0,0.6,1
1,43,1,9500,1,1,141.0,1,4,19,4,10,100.0,0,0,0,1,1,0,18,0,0,7,7,7,11.828571428571427,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,2,1.0,0.875,0.875,-0.125,1.0839285714285722,12.370535714285714,14,0.9333333333333333,1,0,1,1.125,0.9333333333333333,11.545833333333333,7.0,0.875,1
1,1,1,9500,1,1,132.0,1,19,37,4,9,128.0,1,0,0,1,0,1,19,0,0,7,7,6,12.966666666666669,0,0,7,7,6,12.966666666666669,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,12.966666666666669,12,0.8571428571428571,0,0,0,0.1428571428571429,0.8571428571428571,11.114285714285716,6.0,1.0,1
1,1,1,9773,1,1,135.0,1,37,38,9,6,122.1,1,0,0,1,1,0,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,2,1.0,1.0,1.0,0.0,-0.16666666666666785,13.75,12,1.0,0,0,1,1.0,1.0,13.75,6.0,1.0,1
1,17,2,9500,1,1,135.0,1,19,19,9,10,133.4,1,0,0,1,0,0,19,0,0,7,7,7,14.125714285714285,0,0,8,8,8,14.36875,0,11.1,0.6,2.02,2,1.0,1.0,1.0,0.0,0.2430357142857158,14.247232142857143,15,1.0,1,0,1,1.0,1.0,14.247232142857143,8.0,1.0,1
4,39,1,9254,1,1,140.0,1,38,37,9,9,112.0,0,0,1,1,0,0,45,0,4,10,12,5,12.166666666666666,4,2,8,8,0,0.0,2,12.7,3.7,-1.7,0,0.5,0.0,0.0,-0.5,-12.166666666666666,6.083333333333333,5,0.2777777777777778,-2,0,2,3.0,0.2777777777777778,1.6898148148148149,0.0,0.5,1
2,39,2,9991,0,1,100.0,1,37,37,9,9,100.0,1,0,0,1,1,0,51,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0.0,0.0,1.0,1
2,39,1,9773,1,19,133.1,1,37,37,6,6,162.0,0,0,1,1,1,1,49,0,0,6,8,6,12.285714285714286,0,0,6,7,6,14.166666666666666,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,1.8809523809523796,13.226190476190476,12,1.0,0,0,1,1.0,1.0,13.226190476190476,6.0,1.0,1
1,17,1,9147,1,1,137.0,1,1,37,5,9,131.4,1,0,0,1,1,0,22,0,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,0,0.4,0.2,0.08000000000000002,-0.2,0.0,10.0,3,0.3,0,0,1,1.8,0.3,3.0,1.0,0.8,1
2,7,1,9130,1,3,120.0,1,3,3,1,1,128.2,0,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12.0,0,9.4,-0.8,-3.12,0,0.4,0.4,0.16000000000000003,0.0,0.5,11.75,4,0.4,0,0,1,1.6,0.4,4.7,2.0,1.0,1
1,10,1,9670,1,1,148.9,22,37,37,9,9,148.9,0,0,0,1,0,0,20,1,0,5,6,5,11.6,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,2,1.0,0.8,0.8,-0.19999999999999996,-0.09999999999999964,11.55,9,0.9,0,0,1,1.2,0.9,10.395000000000001,4.0,0.8,1
1,1,4,9238,1,1,134.0,1,38,19,7,7,128.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,-0.8333333333333339,12.083333333333332,12,1.0,0,0,0,0.0,1.0,12.083333333333332,6.0,1.0,1
1,1,5,9853,1,1,128.0,1,38,37,9,9,120.3,1,0,1,0,0,0,20,0,0,6,9,3,11.666666666666666,0,0,6,10,2,11.0,0,10.8,1.4,1.74,0,0.5,0.3333333333333333,0.16666666666666666,-0.16666666666666669,-0.6666666666666661,11.333333333333332,5,0.4166666666666667,0,0,3,3.666666666666667,0.4166666666666667,4.722222222222222,2.0,0.8333333333333333,1
2,57,1,9991,0,1,133.1,41,38,37,4,6,100.0,0,0,0,1,0,0,37,1,5,10,11,7,13.428571428571429,0,5,10,11,10,11.6,0,8.9,1.4,3.51,2,0.7,1.0,0.7,0.30000000000000004,-1.8285714285714292,12.514285714285714,17,0.85,0,0,1,1.0,0.85,10.637142857142857,10.0,0.7,1
1,1,1,9254,1,1,131.0,2,37,1,9,3,126.1,1,0,0,1,1,0,18,1,0,6,6,6,13.666666666666666,0,0,6,6,6,13.5,0,7.6,2.6,0.32,2,1.0,1.0,1.0,0.0,-0.16666666666666607,13.583333333333332,12,1.0,0,0,1,1.0,1.0,13.583333333333332,6.0,1.0,1
1,1,3,9254,1,1,118.0,1,1,19,9,9,111.7,1,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,2,1.0,1.0,1.0,0.0,-0.3333333333333339,12.333333333333332,12,1.0,0,0,1,1.0,1.0,12.333333333333332,6.0,1.0,1
1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.783333333333331,0,0,8,9,7,12.842857142857143,0,13.9,-0.3,0.79,2,0.8571428571428571,0.875,0.75,0.017857142857142905,0.05952380952381198,12.813095238095237,13,0.8666666666666667,1,0,1,1.125,0.8666666666666667,11.104682539682539,7.0,0.9821428571428571,1
1,1,2,9500,1,1,126.0,1,37,1,7,7,118.7,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0.0,0.0,1.0,1
1,17,4,9500,1,1,138.0,1,3,1,2,5,134.5,1,0,0,1,0,0,18,0,0,7,7,7,13.457142857142856,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,2,1.0,1.0,1.0,0.0,1.6678571428571445,14.291071428571428,15,1.0,1,0,1,1.0,1.0,14.291071428571428,8.0,1.0,1
1,1,4,9500,1,1,140.0,1,1,19,9,7,127.0,1,0,0,1,0,0,19,0,0,8,8,7,13.44285714285714,0,0,8,8,7,13.44285714285714,0,12.7,3.7,-1.7,2,0.875,0.875,0.765625,0.0,0.0,13.44285714285714,14,0.875,0,0,1,1.125,0.875,11.762499999999998,7.0,1.0,1
1,17,1,9238,1,1,133.0,1,38,38,7,7,125.3,1,0,0,1,0,1,18,0,0,6,6,6,11.333333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,0.9523809523809526,11.80952380952381,12,1.0,0,0,0,0.0,1.0,11.80952380952381,6.0,1.0,1
1,1,2,9773,1,1,127.0,1,1,19,4,5,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10.0,0,0,1,1,0,0.0,0,12.7,3.7,-1.7,0,0.4,0.0,0.0,-0.4,-10.0,5.0,2,0.3333333333333333,-4,0,1,2.0,0.3333333333333333,1.6666666666666665,0.0,0.6,1
1,1,2,9556,1,1,142.0,1,1,19,4,5,130.5,1,0,0,1,0,1,18,0,0,7,8,7,12.214285714285714,0,0,8,8,8,14.0625,0,16.2,0.3,-0.92,2,1.0,1.0,1.0,0.0,1.8482142857142865,13.138392857142858,15,1.0,1,0,0,0.0,1.0,13.138392857142858,8.0,1.0,1
1,1,1,9070,1,1,130.0,41,37,19,9,8,125.5,1,0,0,1,0,1,19,1,0,6,6,6,14.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,2,1.0,1.0,1.0,0.0,-0.6666666666666661,13.833333333333332,12,1.0,0,0,0,0.0,1.0,13.833333333333332,6.0,1.0,1
1,53,1,9003,1,42,130.0,1,1,19,9,7,133.8,0,0,1,1,0,1,24,0,7,12,13,12,12.846153846153848,0,5,11,13,11,12.636363636363637,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,-0.2097902097902118,12.741258741258743,23,1.0,-1,0,1,1.0,1.0,12.741258741258743,11.0,1.0,1
1,44,1,9085,1,39,150.0,1,37,37,9,9,150.0,0,0,0,1,0,0,20,0,2,6,8,6,13.0,0,1,6,18,2,12.0,0,12.4,0.5,1.79,1,1.0,0.3333333333333333,0.3333333333333333,-0.6666666666666667,-1.0,12.5,8,0.6666666666666666,0,0,1,1.6666666666666667,0.6666666666666666,8.333333333333332,2.0,0.33333333333333326,1
1,1,1,9147,1,1,127.0,1,1,19,5,7,130.5,1,0,0,1,0,1,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12,2,1.0,0.8,0.8,-0.19999999999999996,-1.5500000000000007,12.025,9,0.9,0,0,0,0.19999999999999996,0.9,10.8225,4.0,0.8,1
1,44,1,9085,1,39,140.0,1,38,37,4,10,140.0,0,0,1,0,0,0,20,0,1,6,13,4,13.0,0,1,6,11,5,12.0,0,16.2,0.3,-0.92,0,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.16666666666666674,-1.0,12.5,9,0.75,0,0,3,3.1666666666666665,0.75,9.375,5.0,0.8333333333333333,1
1,17,6,9500,1,1,126.0,1,19,37,3,9,119.4,1,0,0,1,0,1,19,0,0,7,7,7,13.371428571428572,0,0,8,9,8,13.666666666666666,0,16.2,0.3,-0.92,2,1.0,1.0,1.0,0.0,0.2952380952380942,13.519047619047619,15,1.0,1,0,0,0.0,1.0,13.519047619047619,8.0,1.0,1
1,17,5,9556,1,1,139.0,1,19,19,9,8,121.3,1,0,0,1,0,1,19,0,0,7,8,7,13.385714285714286,0,0,8,8,8,13.3875,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,0.0017857142857131691,13.386607142857143,15,1.0,1,0,0,0.0,1.0,13.386607142857143,8.0,1.0,1
1,1,3,9500,1,1,141.0,1,1,1,9,9,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.328571428571427,0,0,8,8,7,13.328571428571427,0,12.7,3.7,-1.7,2,0.875,0.875,0.765625,0.0,0.0,13.328571428571427,14,0.875,0,0,1,1.125,0.875,11.6625,7.0,1.0,1
1,1,1,9085,1,1,120.0,1,38,38,4,7,111.6,1,0,0,1,0,0,19,0,0,6,12,5,14.0,0,0,6,14,5,11.0,0,16.2,0.3,-0.92,2,0.8333333333333334,0.8333333333333334,0.6944444444444445,0.0,-3.0,12.5,10,0.8333333333333334,0,0,1,1.1666666666666665,0.8333333333333334,10.416666666666668,5.0,1.0,1
1,17,4,9147,1,1,120.0,1,38,19,9,9,111.3,1,0,0,1,0,0,21,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,0.5999999999999996,12.899999999999999,10,1.0,0,0,1,1.0,1.0,12.899999999999999,5.0,1.0,1
1,1,2,9853,1,1,134.0,1,1,38,9,8,122.5,1,0,0,1,0,1,19,0,0,6,7,6,14.0,0,0,6,6,6,15.0,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,1.0,14.5,12,1.0,0,0,0,0.0,1.0,14.5,6.0,1.0,1
1,1,5,9254,1,1,128.0,1,19,1,7,10,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.428571428571429,0,0,6,6,6,12.666666666666666,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,-0.7619047619047628,13.047619047619047,12,1.0,0,0,0,0.0,1.0,13.047619047619047,6.0,1.0,1
1,17,5,9070,1,1,133.0,1,4,1,4,4,132.0,1,1,0,1,0,1,17,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,-0.5,12.75,12,1.0,0,0,0,0.0,1.0,12.75,6.0,1.0,1
1,18,4,9853,1,1,123.0,1,19,38,4,10,123.7,1,0,0,1,0,0,19,0,0,6,8,5,12.666666666666666,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,1,0.8333333333333334,0.8333333333333334,0.6944444444444445,0.0,-1.666666666666666,11.833333333333332,10,0.8333333333333334,0,0,1,1.1666666666666665,0.8333333333333334,9.86111111111111,5.0,1.0,1
1,17,6,9147,1,1,118.0,1,37,1,9,7,117.0,1,0,0,0,1,0,23,0,0,5,9,3,10.0,1,0,5,9,3,12.333333333333334,0,9.4,-0.8,-3.12,0,0.6,0.6,0.36,0.0,2.333333333333334,11.166666666666668,6,0.6,0,0,2,2.4,0.6,6.7,3.0,1.0,1
1,1,1,9670,1,1,113.0,1,1,37,1,10,116.5,1,0,0,1,0,0,19,0,0,6,7,6,12.833333333333334,0,0,6,10,6,11.77777777777778,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,-1.0555555555555536,12.305555555555557,12,1.0,0,0,1,1.0,1.0,12.305555555555557,6.0,1.0,1
1,1,1,9500,1,1,135.0,1,19,3,9,4,121.5,1,0,0,1,0,0,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,12.916666666666666,12,0.8571428571428571,0,0,1,1.1428571428571428,0.8571428571428571,11.071428571428571,6.0,1.0,1
1,1,1,9670,1,1,133.1,1,38,38,5,9,105.0,1,0,0,1,0,0,20,0,0,6,9,6,13.285714285714286,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,2,1.0,0.8333333333333334,0.8333333333333334,-0.16666666666666663,0.5142857142857142,13.542857142857144,11,0.9166666666666666,0,0,1,1.1666666666666665,0.9166666666666666,12.414285714285715,5.0,0.8333333333333334,1
1,1,3,9085,1,1,130.0,1,1,19,9,9,121.3,1,0,0,1,0,1,19,0,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,-0.7999999999999989,14.2,10,1.0,0,0,0,0.0,1.0,14.2,5.0,1.0,1
1,1,1,9238,1,1,135.0,1,19,38,3,9,136.1,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,2,1.0,1.0,1.0,0.0,-0.3333333333333339,13.833333333333332,12,1.0,0,0,0,0.0,1.0,13.833333333333332,6.0,1.0,1
1,17,2,9238,1,1,133.0,1,37,37,9,4,123.6,0,0,0,1,0,1,19,0,0,6,7,6,14.142857142857142,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,2,1.0,1.0,1.0,0.0,0.8571428571428577,14.571428571428571,12,1.0,0,0,0,0.0,1.0,14.571428571428571,6.0,1.0,1
1,1,4,9238,1,1,123.0,1,38,1,4,10,129.0,1,0,0,1,0,0,19,0,0,6,8,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,0.6666666666666679,12.0,12,1.0,0,0,1,1.0,1.0,12.0,6.0,1.0,1
1,17,1,9500,1,1,145.0,1,19,37,4,8,136.8,1,0,0,1,0,0,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,2,1.0,1.0,1.0,0.0,0.0,14.3775,16,1.0,0,0,1,1.0,1.0,14.3775,8.0,1.0,1
1,17,2,9500,1,1,146.0,1,3,3,3,6,133.4,1,0,0,1,0,0,18,0,0,7,8,7,12.5,0,0,8,9,7,13.042857142857144,0,13.9,-0.3,0.79,2,1.0,0.875,0.875,-0.125,0.5428571428571445,12.771428571428572,14,0.9333333333333333,1,0,1,1.125,0.9333333333333333,11.920000000000002,7.0,0.875,1
1,1,5,9500,1,1,144.0,1,38,38,7,7,136.0,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,14.15,12,0.8571428571428571,0,0,0,0.1428571428571429,0.8571428571428571,12.128571428571428,6.0,1.0,1
1,1,1,9500,1,1,144.0,1,38,37,9,9,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,12.7,3.7,-1.7,2,0.875,0.875,0.765625,0.0,0.0,12.471428571428572,14,0.875,0,0,0,0.125,0.875,10.9125,7.0,1.0,1
1,1,1,9500,1,1,131.0,1,4,4,2,1,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,14.15,12,0.8571428571428571,0,0,1,1.1428571428571428,0.8571428571428571,12.128571428571428,6.0,1.0,1
1,1,2,9500,1,1,141.0,1,37,37,9,8,130.2,1,0,0,1,0,0,21,0,0,7,11,7,14.072222222222225,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,-0.0247222222222252,14.059861111111111,15,1.0,1,0,1,1.0,1.0,14.059861111111111,8.0,1.0,1
1,1,3,9773,1,1,138.0,1,3,1,2,3,135.9,1,0,0,1,0,0,18,0,0,6,7,6,14.857142857142858,0,0,6,6,6,14.666666666666666,0,13.9,-0.3,0.79,2,1.0,1.0,1.0,0.0,-0.19047619047619158,14.761904761904763,12,1.0,0,0,1,1.0,1.0,14.761904761904763,6.0,1.0,1
1,1,1,9773,1,1,127.0,1,19,37,9,9,116.5,0,0,0,1,0,1,19,0,0,6,7,6,14.285714285714286,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,2,1.0,1.0,1.0,0.0,-1.1190476190476204,13.726190476190476,12,1.0,0,0,0,0.0,1.0,13.726190476190476,6.0,1.0,1
1,1,4,9773,1,1,124.0,1,19,37,99,90,124.0,0,0,0,0,0,0,18,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,3.0,0.0,0.0,0.0,1.0,1
1,7,1,8014,0,3,140.0,1,1,1,4,4,140.0,0,0,0,1,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
1,1,3,9500,1,1,129.0,1,19,19,4,8,127.3,1,0,0,1,0,1,20,0,0,7,7,6,12.633333333333333,0,0,7,7,6,12.633333333333333,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,12.633333333333333,12,0.8571428571428571,0,0,0,0.1428571428571429,0.8571428571428571,10.828571428571427,6.0,1.0,1
1,39,1,9670,1,19,133.1,1,1,1,4,7,100.0,0,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,0,1.0,1.0,1.0,0.0,1.4000000000000004,11.899999999999999,10,1.0,0,0,3,3.0,1.0,11.899999999999999,5.0,1.0,1
1,1,5,9500,1,1,142.0,1,38,37,5,7,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.233333333333334,0,0,7,7,6,14.233333333333334,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,14.233333333333334,12,0.8571428571428571,0,0,1,1.1428571428571428,0.8571428571428571,12.2,6.0,1.0,1
5,1,3,9085,1,1,133.0,1,19,19,4,7,119.7,1,0,0,1,0,0,21,0,0,5,13,5,12.2,2,0,5,10,3,11.333333333333334,1,9.4,-0.8,-3.12,1,1.0,0.6,0.6,-0.4,-0.8666666666666654,11.766666666666666,8,0.8,0,0,1,1.4,0.8,9.413333333333332,3.0,0.6,1
1,1,1,9500,1,1,156.0,1,5,4,2,1,140.8,0,0,0,1,0,0,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,2,0.875,0.875,0.765625,0.0,0.0,15.7,14,0.875,0,0,1,1.125,0.875,13.737499999999999,7.0,1.0,1
1,1,1,9500,1,1,151.0,1,37,37,9,9,138.0,1,0,0,1,0,0,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,15.2,12,0.8571428571428571,0,0,1,1.1428571428571428,0.8571428571428571,13.028571428571427,6.0,1.0,1
1,43,1,9130,1,1,140.0,1,3,3,2,2,140.0,0,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,7,12,24,12,12.857142857142858,1,15.5,2.8,-4.06,2,0.8235294117647058,1.0,0.8235294117647058,0.17647058823529416,0.29464285714285765,12.709821428571429,26,0.896551724137931,-5,0,1,1.0,0.896551724137931,11.395012315270936,12.0,0.8235294117647058,1
1,7,1,9500,1,3,140.0,1,3,1,4,4,140.0,0,0,0,1,0,0,26,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0.0,0.0,1.0,1
1,1,2,9238,1,1,100.0,1,38,1,7,7,99.3,1,0,0,1,0,0,21,0,0,6,8,5,12.4,0,0,6,6,6,12.0,0,12.4,0.5,1.79,2,0.8333333333333334,1.0,0.8333333333333334,0.16666666666666663,-0.40000000000000036,12.2,11,0.9166666666666666,0,0,1,1.0,0.9166666666666666,11.183333333333332,6.0,0.8333333333333334,1
1,18,1,9500,1,1,126.0,1,37,19,5,5,119.3,0,0,0,1,0,1,19,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,2,1.0,1.0,1.0,0.0,0.0,13.78125,16,1.0,0,0,0,0.0,1.0,13.78125,8.0,1.0,1
1,17,1,9773,1,1,133.1,1,38,38,9,5,117.0,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.833333333333334,0,15.5,2.8,-4.06,1,0.8333333333333334,0.8333333333333334,0.6944444444444445,0.0,0.033333333333333215,11.816666666666666,10,0.8333333333333334,0,0,1,1.1666666666666665,0.8333333333333334,9.847222222222223,5.0,1.0,1
1,18,1,8014,0,1,137.0,1,1,1,4,3,123.0,0,0,1,1,0,0,20,0,0,6,13,4,10.8,0,0,6,15,4,12.0,0,16.2,0.3,-0.92,2,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0,1.1999999999999993,11.4,8,0.6666666666666666,0,0,2,2.3333333333333335,0.6666666666666666,7.6,4.0,1.0,1
1,1,6,9500,1,1,138.0,1,37,37,9,8,127.2,1,0,0,1,0,1,18,0,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,1.026250000000001,13.773125,15,1.0,1,0,0,0.0,1.0,13.773125,8.0,1.0,1
1,1,2,9773,1,1,128.0,1,34,19,3,0,141.0,1,0,0,0,0,0,20,0,0,6,10,4,12.0,0,0,6,15,3,10.666666666666666,0,7.6,2.6,0.32,0,0.6666666666666666,0.5,0.3333333333333333,-0.16666666666666663,-1.333333333333334,11.333333333333332,7,0.5833333333333334,0,0,2,2.5,0.5833333333333334,6.611111111111111,3.0,0.8333333333333334,1
1,1,1,9238,1,1,136.0,1,19,38,9,9,121.7,0,1,0,1,0,1,20,0,0,6,9,6,11.875,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,2,1.0,1.0,1.0,0.0,2.553571428571429,13.151785714285715,12,1.0,0,0,0,0.0,1.0,13.151785714285715,6.0,1.0,1
1,16,1,9070,1,1,145.0,1,1,1,3,3,146.1,1,0,0,1,0,0,18,0,0,6,6,1,15.0,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,1,0.16666666666666666,0.6666666666666666,0.1111111111111111,0.5,-2.5,13.75,5,0.4166666666666667,0,0,1,1.3333333333333335,0.4166666666666667,5.729166666666667,4.0,0.5,1
1,1,1,9773,1,1,140.0,1,37,37,9,9,142.5,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,2,1.0,0.8333333333333334,0.8333333333333334,-0.16666666666666663,-0.13333333333333464,13.266666666666666,11,0.9166666666666666,0,0,1,1.1666666666666665,0.9166666666666666,12.16111111111111,5.0,0.8333333333333334,1
1,17,1,9085,1,1,138.0,1,2,19,2,9,126.8,1,0,0,1,0,0,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,1,0.4,0.6,0.24,0.19999999999999996,0.3000000000000007,11.65,5,0.5,0,0,1,1.4,0.5,5.825,3.0,0.8,1
